time_scan_map,
62.4067,
113.033,
64.6735,
69.1131,
79.7663,
106.334,
54.7119,
135.116,
71.4473,
75.3153,
75.1597,
83.4092,
94.7725,
72.2805,
91.456,
90.2383,
211.26,
95.9705,
201.831,
110.141,
108.407,
87.0237,
88.4105,
190.004,
88.5945,
111.335,
137.289,
140.574,
115.072,
94.2386,
87.5687,
105.009,
123.295,
106.217,
175.611,
98.8612,
153.695,
92.0424,
96.7939,
166.41,
87.7442,
103.99,
165.506,
102.241,
90.5154,
80.5242,
78.823,
198.228,
93.6706,
176.638,
94.4821,
91.7841,
125.084,
100.133,
199.052,
115.64,
95.4004,
85.9719,
90.556,
104.93,
81.2441,
106.233,
81.6221,
73.6027,
73.0575,
134.623,
132.393,
126.847,
156.609,
106.211,
114.708,
107.984,
127.035,
73.384,
64.455,
77.8738,
94.1697,
91.555,
80.589,
84.9381,
82.0895,
84.658,
107.224,
100.079,
90.5535,
84.8152,
80.3363,
75.5324,
140.062,
93.5514,
95.6096,
137.571,
110.743,
66.8223,
73.3766,
77.3392,
77.3721,
121.138,
102.705,
75.2655,
80.6297,
148.276,
88.3658,
80.726,
74.8594,
86.2632,
138.003,
73.0413,
91.4944,
75.0456,
93.9424,
71.0295,
208.147,
204.646,
216.591,
99.5385,
86.5883,
82.0789,
90.6126,
97.1879,
87.0543,
77.1482,
73.9104,
74.9308,
121.414,
76.7504,
121.799,
80.3263,
120.437,
81.9972,
150.422,
91.5908,
102.657,
157.775,
184.085,
173.83,
88.9271,
73.1754,
118.706,
83.9316,
87.267,
75.6828,
77.858,
64.2951,
70.0006,
100.673,
134.666,
147.866,
69.9743,
131.613,
97.1319,
83.0902,
76.4916,
80.9179,
84.2598,
83.5462,
122.644,
125.825,
96.2011,
82.9194,
83.5589,
80.4349,
83.3858,
92.6083,
78.833,
95.6609,
95.0361,
103.268,
80.0622,
78.0826,
144.113,
93.0368,
70.5507,
71.3201,
82.005,
82.431,
84.3012,
112.35,
100.586,
110.904,
157.811,
82.613,
85.2315,
103.286,
118.335,
179.542,
95.5434,
86.7982,
179.345,
173.458,
90.5765,
162.762,
164.621,
136.859,
76.8999,
97.1136,
76.5371,
72.734,
103.726,
122.471,
95.0171,
97.9453,
85.9808,
83.4654,
88.7186,
77.8124,
88.5743,
74.3466,
84.4022,
88.6016,
134.034,
142.065,
146.239,
98.6267,
185.459,
137.959,
155.445,
111.609,
89.0135,
79.9139,
81.3101,
214.398,
123.567,
214.569,
204.749,
108.454,
159.465,
76.7471,
100.838,
93.2707,
88.0924,
83.2311,
163.337,
180.403,
103.001,
123.308,
87.8288,
104.625,
152.811,
102.665,
102.816,
163.544,
80.715,
108.477,
177.922,
80.0052,
84.5715,
95.5963,
139.85,
154.983,
155.505,
144.504,
155.091,
84.5428,
99.645,
82.1197,
97.5303,
80.0805,
158.176,
157.446,
99.5942,
170.608,
161.623,
121.571,
136.751,
138.681,
124.888,
187.243,
135.969,
161.014,
91.8119,
186.633,
112.668,
203.047,
113.156,
110.209,
184.942,
169.269,
97.3772,
90.832,
93.6512,
98.2841,
107.324,
85.6754,
93.0211,
95.6634,
128.322,
250.873,
110.126,
202.737,
196.726,
119.274,
97.1719,
94.9484,
102.585,
116.44,
141.085,
120.945,
167.183,
111.72,
106.74,
108.261,
102.776,
131.894,
126.105,
108.831,
134.871,
110.892,
150.316,
139.233,
124.038,
137.453,
119.739,
208.693,
131.658,
94.755,
104.071,
93.1287,
144.507,
98.6988,
172.524,
93.7508,
98.6725,
132.955,
85.4872,
146.367,
90.924,
95.4306,
166.731,
113.038,
86.8672,
