time_scan_scan,score,
67.2522,0.250386,
73.2803,0.384911,
75.6855,0.26069,
32.0712,0.17798,
87.2938,0.300284,
34.1809,0.250917,
33.9269,0.33021,
34.7411,0.204538,
24.6104,0.278706,
34.4041,0.272254,
102.762,0.73512,
43.3477,0.530658,
76.0554,0.174199,
87.4068,0.191746,
31.7704,0.24204,
31.1079,0.24323,
79.9216,0.219124,
26.2105,0.224031,
29.3932,0.167581,
21.5483,0.22509,
23.2909,0.195327,
70.2405,0.155374,
31.7768,0.270508,
31.4885,0.166577,
37.1057,0.173221,
23.8741,0.190725,
28.4094,2.2396,
84.0218,0.270643,
86.7148,0.368745,
42.6307,0.137652,
28.4594,0.250768,
72.0325,0.188303,
23.8423,0.200343,
24.6754,0.246671,
77.1347,0.224078,
79.9653,0.306901,
40.366,0.648856,
114.398,0.266138,
89.0882,0.15219,
34.0875,0.347098,
27.8602,0.640982,
68.0099,0.289659,
28.193,0.452945,
65.6579,0.169165,
85.851,0.352916,
67.4175,0.523949,
94.2084,0.738572,
129.28,0.230433,
97.5069,0.284215,
80.2901,0.20756,
32.9104,0.330776,
144.076,1.67052,
32.6082,0.489056,
146.149,0.147959,
33.9716,0.221674,
87.4583,0.129436,
39.1279,0.132068,
75.6866,0.189479,
100.261,0.580527,
62.8737,0.136302,
32.4325,0.241272,
139.934,0.083823,
28.0948,0.127126,
114.179,0.100042,
42.5115,0.219008,
64.5375,0.107906,
25.3155,0.288016,
99.1177,0.206512,
24.3252,0.224414,
24.6562,0.120268,
23.9528,0.164884,
76.8054,0.147705,
23.6187,0.297502,
30.6529,0.101664,
76.5181,0.26341,
33.356,0.0958358,
74.2254,1.18741,
23.5982,0.473676,
32.4754,0.160215,
65.0954,0.112925,
36.7625,0.140299,
24.2191,0.163772,
29.9139,0.667436,
23.8905,0.125292,
68.2421,0.12789,
23.6838,0.160216,
22.9883,1.70851,
23.228,0.279692,
75.2184,0.144791,
98.0598,0.135026,
25.2654,0.142284,
26.2183,0.126563,
21.4231,0.0978876,
73.4356,0.129869,
65.5905,0.202577,
111.503,0.11851,
64.8521,0.450174,
21.6856,0.318376,
62.4874,0.205105,
67.9692,0.131176,
26.3614,0.112027,
66.2454,0.147743,
63.8979,0.0916887,
59.3345,0.101222,
18.1038,0.118527,
61.6355,0.104758,
19.3588,0.110571,
18.7807,0.116452,
18.5691,0.411339,
22.4258,0.111949,
20.5757,0.488313,
23.7079,0.199449,
59.7232,0.258613,
57.2275,0.201685,
56.2007,0.163822,
61.1986,0.243434,
102.066,0.539083,
18.7715,0.22278,
18.5252,0.196391,
56.0837,0.263424,
55.5469,0.373075,
108.531,0.460114,
19.9246,0.209177,
21.8077,0.146934,
64.7667,2.03044,
22.7507,0.331041,
22.412,0.135082,
22.234,0.196811,
27.4185,0.19147,
27.3976,0.161676,
74.9099,0.889478,
67.6529,0.228251,
20.706,0.305112,
63.5427,0.136939,
59.3099,1.74743,
18.4555,0.187303,
55.3506,0.30036,
58.5224,3.42035,
18.9452,2.1441,
29.8537,0.50801,
71.5217,0.148675,
19.2065,0.122639,
26.0523,0.463481,
58.5702,0.156434,
19.1992,0.331853,
102.294,0.13764,
58.3054,0.766235,
18.7914,1.95623,
42.5352,0.0927908,
59.2347,0.324177,
39.6329,0.119146,
63.3703,0.225179,
44.3595,0.114037,
67.4065,0.406273,
72.9524,0.268343,
27.5912,1.49327,
82.1954,0.270062,
21.7935,1.18218,
88.4615,0.316121,
74.7477,0.988869,
87.5263,1.37238,
55.8123,0.247172,
70.6624,0.211778,
80.7237,0.333369,
43.3675,0.1212,
24.7553,0.144445,
31.4669,0.178958,
82.8502,0.211935,
38.6479,0.207841,
57.5777,0.218829,
95.6486,0.222852,
90.1368,0.192988,
58.7229,0.0438672,
84.7532,0.0558567,
24.3386,0.132477,
84.3535,0.0975092,
75.4217,0.154933,
77.1698,0.128056,
23.6418,0.12896,
23.9825,0.12751,
24.4464,0.187903,
76.5956,0.127306,
24.1487,0.153977,
24.202,0.112727,
24.2534,0.112525,
75.9259,0.144545,
80.8327,0.180429,
28.5238,0.267007,
28.8532,0.19694,
32.7835,0.479467,
90.2733,0.679165,
48.4254,1.21828,
51.4051,0.172863,
27.8683,0.214164,
33.7499,0.23009,
102.022,0.274915,
51.4459,0.138973,
92.9751,0.140561,
37.6029,0.19547,
54.6629,0.130356,
35.8937,0.128092,
41.0886,0.186953,
26.9741,0.140338,
37.5507,0.456002,
26.4147,0.373973,
104.662,0.213622,
82.2716,0.238499,
95.6282,0.137557,
28.2388,0.290897,
45.3026,0.17912,
26.1156,0.214596,
99.5455,0.163494,
83.1765,0.1991,
45.6069,0.113171,
26.4876,0.1306,
103.805,0.0968952,
27.3698,0.172022,
118.951,0.135217,
27.8908,0.139985,
118.182,0.140711,
44.138,0.20372,
103.557,0.137007,
25.5777,0.153418,
81.1405,0.180206,
25.139,0.146057,
77.91,0.151951,
78.5305,0.139027,
68.9505,0.0940749,
66.9443,0.173386,
67.721,0.149114,
64.4535,0.15133,
20.5101,0.125103,
24.4427,0.198992,
67.4023,0.174949,
60.7076,0.162408,
19.8923,0.154504,
18.9333,0.191483,
20.5673,0.167855,
62.6549,0.0934906,
106.106,0.144681,
63.5846,0.402646,
19.173,0.180997,
29.5925,1.73499,
69.9712,0.289804,
60.5026,0.466677,
72.7496,0.702063,
75.6085,0.358123,
67.459,0.259133,
33.7355,0.260216,
79.4369,0.400484,
23.9457,0.228425,
33.6526,0.105768,
82.879,0.191101,
83.7588,0.273912,
27.0711,0.241832,
77.9415,0.139932,
78.1856,0.204645,
26.3225,0.266423,
26.7508,0.118863,
23.6268,0.19817,
75.8361,0.0934068,
40.2032,0.256425,
23.1833,0.325346,
20.0087,0.23614,
19.6263,0.217475,
22.0031,0.0987556,
66.0104,0.114085,
20.9599,0.176733,
20.299,0.102304,
64.7364,0.112478,
61.7567,0.120544,
19.4165,0.155721,
20.3586,0.188276,
19.281,0.165946,
55.921,0.140918,
97.707,0.162034,
98.0453,0.129053,
24.3418,0.0916455,
26.0004,0.13043,
54.8493,0.0871989,
53.7739,0.102425,
54.3449,0.193833,
59.0166,0.145188,
56.6052,0.150447,
56.2749,0.19851,
72.1982,0.124985,
96.173,0.545761,
17.9432,0.11924,
62.3872,0.141936,
18.8691,0.116611,
69.6644,0.100574,
69.0673,0.220991,
60.5107,0.14145,
64.6733,0.112108,
54.7615,0.13655,
25.5994,0.146473,
20.9986,0.13605,
96.5957,0.110443,
54.2554,0.135699,
23.5159,0.168922,
58.3917,0.164642,
58.1118,0.263231,
18.6139,0.164885,
17.4105,0.139758,
62.7585,0.201135,
64.3872,0.110701,
62.8816,0.147514,
56.2038,0.158753,
57.0332,0.136841,
28.4179,0.193462,
60.8589,0.171181,
18.6863,0.0998269,
56.5859,0.102728,
66.7729,0.285299,
55.8049,0.215065,
18.2767,0.153667,
18.2292,0.165511,
21.3585,0.204294,
59.1634,0.149926,
20.7495,0.151506,
110.278,0.116111,
21.3619,0.175054,
104.402,0.162535,
65.2007,1.60664,
77.2925,0.279718,
70.974,8.80465,
24.2471,1.29456,
24.3814,1.25731,
33.6566,0.339545,
96.559,0.278821,
31.5326,0.221722,
82.0799,0.170825,
25.1755,0.219878,
81.2978,0.123639,
24.7817,0.111622,
25.8279,0.200894,
24.8181,0.116953,
94.448,0.124962,
22.3188,0.30365,
66.1415,0.204279,
69.4377,0.255854,
34.1306,0.278418,
72.0671,0.483238,
24.2538,0.204587,
73.58,0.31612,
24.139,0.310496,
71.4511,0.0981958,
93.3658,0.198667,
31.492,0.126589,
27.0258,0.144434,
26.93,0.190026,
27.0531,0.178314,
82.1001,0.512529,
63.3495,0.237283,
34.0748,0.381033,
110.748,0.327045,
30.9177,2.38715,
56.7368,0.162374,
88.5033,0.291732,
57.7727,0.174658,
38.1781,0.704836,
65.6765,0.267039,
37.3267,0.474227,
132.139,0.12632,
100.443,0.228339,
129.528,0.143847,
30.9879,0.305882,
54.6238,0.163351,
46.3959,0.159922,
65.1845,0.130848,
30.8427,0.12821,
124.819,0.258551,
95.7147,0.105793,
109.211,0.185064,
31.1161,0.175616,
30.8272,0.1525,
92.5022,0.175801,
94.1789,0.151774,
30.8716,0.436657,
29.2829,0.267067,
91.8771,0.461236,
30.6995,0.333353,
94.0188,0.234694,
34.5714,0.233265,
29.7578,0.182311,
40.3638,0.248908,
33.9859,0.272306,
81.6997,0.543074,
27.0809,0.190923,
26.6565,3.89722,
24.6042,0.298632,
71.2853,0.358939,
21.6436,0.287343,
25.6632,0.14806,
59.4148,0.304332,
18.7132,0.326238,
18.2707,0.17457,
21.4055,0.178544,
67.9124,0.158473,
17.2575,0.251119,
52.0974,0.263418,
64.38,0.182921,
72.3419,0.212299,
17.883,0.273803,
15.4311,0.200275,
14.905,0.160952,
15.2895,0.128757,
14.7983,0.120848,
44.8153,0.444292,
18.3038,1.04603,
51.6467,0.249772,
82.4229,0.158364,
15.5349,0.215548,
21.6095,0.291027,
83.0388,0.336028,
21.8477,0.202355,
15.9851,0.178893,
29.1367,0.185752,
50.5265,0.234327,
88.1262,0.194513,
50.7912,0.491994,
18.4114,0.145106,
53.8766,0.879964,
101.257,0.317115,
53.8241,0.303752,
60.7086,2.06513,
18.6987,0.370385,
59.7622,0.350103,
19.6277,0.21164,
60.3995,3.52323,
20.0501,0.480411,
65.2518,0.823089,
21.2549,0.530402,
23.2328,0.405308,
65.5796,1.2471,
70.8118,0.545283,
124.567,0.570943,
26.0902,0.992692,
79.8379,0.303296,
28.0708,0.211308,
88.8476,0.204163,
87.321,0.377613,
147.973,0.673253,
82.8381,0.23809,
78.8354,0.18793,
94.663,0.199044,
84.581,0.816525,
76.1154,0.422421,
82.4501,0.493044,
80.0118,2.25556,
26.43,0.283686,
80.571,0.34527,
22.5204,0.36999,
78.41,0.181631,
25.496,0.293447,
24.3448,0.151377,
32.6821,0.165116,
73.5609,0.2874,
27.1359,0.149434,
64.0921,0.195932,
63.2392,0.111784,
73.8565,0.104778,
21.4816,0.165344,
23.901,0.25913,
20.5237,0.121428,
24.9902,0.126719,
20.2762,0.577128,
72.3986,0.418332,
78.2446,0.172978,
68.2798,0.147305,
68.6984,0.446328,
30.4917,3.74854,
25.7771,0.44881,
85.1863,0.265251,
88.9035,0.897854,
87.5744,0.191574,
91.6619,0.235137,
99.2433,0.266023,
31.0606,0.188849,
31.4132,0.33572,
31.8384,0.162779,
99.1625,0.233967,
31.0002,0.426529,
31.7324,0.237862,
29.5221,0.15223,
96.7614,0.157561,
31.5122,0.257869,
28.2847,0.197938,
33.098,0.136116,
30.7165,0.160113,
35.9183,0.327121,
29.1324,0.337981,
96.9646,0.233667,
26.6391,0.242819,
32.5699,0.155534,
32.6468,2.33975,
25.7556,0.266233,
25.2786,1.09361,
72.4328,7.93866,
23.0782,1.42437,
62.5256,0.383339,
67.8887,0.524522,
20.3801,0.261509,
58.7774,0.225412,
19.1343,0.332903,
59.0388,0.257664,
94.6549,5.02934,
21.7475,0.838406,
67.9482,0.507282,
72.3471,0.554065,
20.5992,4.45808,
23.0466,0.389947,
65.6725,0.843442,
24.4595,0.402398,
22.7269,0.596798,
72.3239,0.590844,
74.965,0.35254,
52.7855,2.71648,
136.109,0.728197,
33.9663,0.477966,
24.7057,0.783863,
27.0746,0.596096,
70.6482,0.267473,
112.025,0.245113,
21.4145,0.803393,
126.76,0.545534,
98.2595,0.904272,
67.7302,1.62721,
21.7865,0.281796,
30.3682,1.17188,
66.0756,0.652739,
65.128,0.288165,
67.9539,0.60152,
66.5157,0.388285,
20.6465,0.480251,
65.2192,0.530721,
74.914,0.365156,
22.3101,0.439895,
84.9583,0.868036,
66.916,0.353393,
63.2989,0.347972,
21.1571,0.512975,
58.141,0.188005,
20.2551,1.24856,
24.9366,1.83848,
20.9587,0.328739,
21.8417,0.270791,
20.4928,0.263374,
60.9503,0.464821,
75.501,0.265956,
77.3542,0.408319,
20.8346,0.212974,
27.6854,0.386246,
65.9134,0.175101,
20.0897,0.31484,
20.3744,1.31329,
62.0768,0.150187,
68.5025,0.649214,
25.205,0.349766,
64.0393,0.198718,
21.0235,0.401017,
22.4113,0.250165,
22.3364,0.250778,
22.1455,0.189483,
63.7424,0.121456,
21.4101,0.158563,
22.1453,0.179102,
69.7426,0.46483,
23.7558,0.294238,
78.1611,8.9224,
23.6767,0.730291,
24.5228,1.97249,
24.8319,0.251378,
36.5695,0.688328,
110.643,0.13716,
50.785,0.193133,
26.5985,0.234384,
90.0385,0.313776,
27.8091,0.198328,
29.6514,0.149826,
30.6276,0.272905,
28.0816,0.114348,
26.9824,0.161573,
36.9364,0.140857,
91.0568,0.189026,
27.7457,0.208961,
83.1228,0.184034,
25.8333,0.18798,
26.4936,0.129513,
26.7593,0.110928,
23.7416,0.117329,
40.1973,0.0953113,
84.3607,0.203546,
25.515,0.0817689,
23.3981,0.0879815,
71.539,0.437942,
74.1793,0.256418,
70.2666,0.216818,
34.6127,0.12815,
64.4897,0.10796,
33.1868,0.149572,
66.3342,0.240322,
20.7622,1.68262,
64.2723,0.169936,
21.2808,0.467157,
70.4647,0.262491,
71.2087,0.52884,
61.3324,0.609697,
71.4383,1.34332,
20.8462,0.264016,
22.7229,0.27385,
69.0536,0.279984,
22.6125,0.346235,
78.1379,0.275936,
22.2875,0.223714,
66.0914,0.164754,
73.1868,0.146264,
69.0904,0.165503,
71.3434,0.246881,
22.7527,0.455174,
21.3068,0.247286,
73.9922,0.319166,
69.0607,1.71431,
24.0513,0.61145,
79.8299,0.728146,
131.008,2.00306,
85.7067,0.179506,
72.9838,0.16564,
23.6955,0.531215,
24.815,0.137475,
76.8609,0.127222,
75.9347,0.176503,
75.2514,0.0844838,
22.2755,0.17448,
25.8467,0.109506,
25.5609,0.130559,
25.6192,0.146153,
94.0569,1.37554,
79.8628,0.303439,
71.4339,1.22976,
73.1053,0.424472,
93.9867,1.50969,
36.7973,0.493359,
107.553,0.523872,
35.5885,0.256856,
37.2067,0.209971,
37.4299,0.476262,
34.3308,0.803682,
42.9118,0.633856,
65.7098,0.226713,
106.244,0.117949,
80.5678,0.233524,
79.0149,0.121984,
78.7253,1.08139,
26.6514,0.149149,
70.8131,0.194747,
32.72,0.791035,
83.8953,0.857966,
35.2558,0.298022,
70.0939,0.260991,
24.7392,0.142877,
23.9256,0.316951,
67.8916,0.270094,
72.7456,2.0136,
23.9691,0.530335,
24.1746,1.35564,
23.7384,0.273526,
67.3671,0.146544,
23.1407,0.471358,
25.4743,0.255003,
29.2484,0.279399,
21.0603,0.870677,
20.8258,1.09437,
78.1311,0.210294,
27.691,2.81016,
21.5453,0.250414,
22.6936,0.512627,
28.7704,0.647787,
84.4879,0.578527,
73.54,0.339595,
76.553,0.518568,
23.8842,1.01952,
23.3258,0.279899,
23.1092,0.355687,
35.4876,0.675342,
80.1323,0.700693,
71.3808,4.52024,
23.2086,0.545392,
67.3432,0.647439,
21.444,0.47361,
21.8654,0.31044,
21.8243,4.95655,
67.5282,0.541552,
22.3645,1.03121,
31.7303,2.42164,
25.3964,1.22914,
25.5064,0.903529,
82.1281,0.638517,
90.3662,0.626815,
27.9402,0.480395,
88.8067,0.690638,
29.5181,0.349598,
29.4568,0.408433,
88.6072,0.423269,
29.3356,0.719022,
31.4724,0.279136,
93.5445,0.463393,
29.2424,0.525019,
85.4895,0.793116,
152.397,0.403769,
161.902,0.552996,
87.096,0.285348,
148.904,0.5377,
98.1115,0.532369,
173.716,0.539296,
154.311,0.441308,
40.5932,0.36913,
42.7101,0.518124,
43.1763,0.566575,
109.818,0.626542,
115.785,0.510848,
32.4638,0.274072,
42.6832,0.843853,
37.5735,0.572311,
109.942,0.772321,
55.2637,0.470763,
34.5406,0.316527,
33.0797,0.24797,
131.503,2.03888,
42.8998,0.384638,
45.3023,0.475709,
209.749,0.178478,
47.3377,0.201589,
124.588,0.298531,
76.7411,0.247347,
52.7927,0.624727,
54.3735,0.254543,
118.298,0.256521,
106.622,0.714639,
100.922,1.27813,
32.0706,0.174472,
32.9241,0.569668,
95.6564,0.313879,
99.5452,0.278694,
29.2579,0.386989,
131.735,0.230992,
102.155,0.793822,
63.3343,0.186771,
30.0252,0.393313,
133.291,0.324074,
32.3365,0.699154,
130.212,0.212208,
31.5266,0.52467,
66.2081,0.28411,
94.8531,0.453126,
57.0225,0.183353,
92.7451,0.509842,
60.2915,0.276115,
129.185,0.392516,
33.5154,0.421171,
47.8081,0.236717,
103.309,0.37799,
29.6495,0.344104,
85.6961,0.453343,
86.3708,0.271494,
94.6675,0.696415,
32.5201,0.517858,
92.0716,0.383791,
40.4889,0.560393,
30.8595,0.341982,
29.627,0.403444,
28.6727,0.247992,
90.6466,0.81808,
28.0679,0.868376,
41.0715,0.309336,
30.2309,0.769662,
29.3486,0.525137,
31.3959,0.532636,
28.617,0.287807,
87.6247,0.714294,
96.9078,0.446934,
31.4914,0.470255,
92.4692,1.02754,
30.4281,0.479353,
101.362,0.655796,
166.858,0.38899,
97.8385,0.880626,
33.5339,0.460513,
33.8707,0.520931,
113.381,0.422602,
35.6989,0.4127,
32.7901,0.21006,
54.7807,0.322818,
110.513,0.393485,
112.037,0.478439,
35.9081,0.230902,
101.434,0.304864,
46.6932,0.48281,
125.472,0.484506,
47.2134,0.264601,
33.793,0.631618,
35.9039,0.601136,
32.3919,0.429731,
32.0217,1.9209,
42.0361,0.647979,
31.7962,0.574309,
109.576,1.09451,
35.3587,1.39505,
48.2413,0.866742,
133.002,0.351252,
35.7497,0.356308,
31.1243,0.364771,
30.6918,0.380064,
110.097,1.51487,
40.6018,0.338588,
40.7658,0.369981,
39.2947,0.472936,
121.8,0.436332,
118.027,0.414218,
41.1009,0.462605,
40.4003,0.381739,
141.367,0.527478,
212.579,0.341034,
91.9181,0.304432,
92.3175,0.232339,
102.969,0.309984,
102.91,0.740081,
100.449,0.448031,
116.447,0.3763,
102.88,0.668097,
33.9846,0.407771,
33.3794,0.302975,
94.8456,0.467547,
31.3491,0.8156,
120.61,1.23101,
114.788,0.719683,
34.3286,0.266243,
120.757,0.272346,
125.776,0.36979,
124.649,0.460107,
53.5772,0.320002,
38.4702,0.616125,
38.1196,0.769448,
36.8295,0.327844,
33.9098,0.386993,
38.7228,0.516062,
37.8308,0.347158,
115.658,0.457758,
113.937,0.279606,
44.271,0.279547,
50.28,0.282927,
102.834,0.363151,
34.4491,0.276363,
33.5483,0.330555,
103.899,0.272057,
100.812,0.45846,
103.763,0.335507,
46.4089,0.322024,
123.172,0.303001,
34.9399,0.371283,
31.8826,0.313261,
33.9101,0.515614,
97.4544,0.662896,
96.5885,0.458106,
41.5437,0.393586,
32.3114,0.406345,
35.4347,0.268843,
32.0713,0.51151,
31.5186,0.369418,
103.34,0.48319,
103.493,0.299414,
30.2038,0.27997,
92.5499,0.542215,
31.6001,0.307719,
93.6565,0.468152,
37.8823,0.431574,
29.3045,0.31373,
30.4685,0.65196,
57.1279,0.554935,
27.9504,0.264144,
58.8553,0.509014,
105.144,1.09605,
39.201,0.543207,
93.1322,0.369819,
29.8645,0.877164,
134.121,0.351441,
29.9901,0.458348,
127.771,0.4002,
34.8018,0.491157,
136.538,0.232973,
35.6603,0.506613,
133.387,0.283008,
30.3722,0.396202,
57.8032,0.325647,
106.02,0.393914,
61.146,0.267633,
98.4637,0.742549,
124.446,0.243143,
115.531,0.555969,
56.6289,0.325468,
30.63,0.316213,
60.1863,0.218997,
38.7513,0.35925,
147.974,0.254471,
37.5273,0.365824,
149.954,0.466687,
117.793,0.425401,
64.7979,0.25399,
106.634,0.231491,
141.486,0.264234,
35.8995,0.398875,
53.6516,0.207553,
23.0725,0.324143,
46.9657,0.297521,
22.2846,0.549904,
67.271,0.223858,
22.3628,0.274859,
