,rmse,mean,median,std,min,max,sse
est_path.txt,0.5540741299143807,0.41465972560357345,0.29317302982904936,0.3674989161926156,1.3289293008131293e-06,2.3652986199216985,585.1384575853604
loopcloser.txt,1.0068999185628047,0.8566704885505867,0.7545778308578347,0.5291154127865504,1.2325934563958886e-06,2.5991463363279608,1931.379384633396
